UUID,Name,Encrypted,Medtronic Proprietary,Notes,Converter Class
0000FE82-0000-1000-0000-009132591325,SAKE Port,no,yes,it is responsible for the key exchange / handshake to establish encryption. There is also fe81 on the older devices?,,
